date,description,amount,type
2025-02-13,Just Eat,25.64,expense
2025-02-13,Costa Coffee,4.84,expense
2025-02-13,Tesco,117.74,expense
2025-02-14,Wagamama,33.00,expense
2025-02-14,Gym Membership,30.73,expense
2025-02-14,Uber Eats,31.37,expense
2025-02-14,Pub / Bar,32.02,expense
2025-02-14,Nandos,29.29,expense
2025-02-14,Costa Coffee,6.71,expense
2025-02-14,KFC,8.92,expense
2025-02-14,Uber,28.18,expense
2025-02-14,EE Mobile,43.91,expense
2025-02-14,Mortgage Payment,837.59,expense
2025-02-14,Gym Membership,32.91,expense
2025-02-14,Shell Fuel,68.38,expense
2025-02-14,Boots,30.12,expense
2025-02-14,Car Insurance,56.45,expense
2025-02-14,Premier Inn,80.92,expense
2025-02-14,Car Insurance,47.47,expense
2025-02-15,Home Insurance,30.86,expense
2025-02-15,Trainline,37.94,expense
2025-02-15,Argos,117.42,expense
2025-02-15,Boots,37.58,expense
2025-02-15,Dentist,70.99,expense
2025-02-15,Currys,395.80,expense
2025-02-15,TfL Travel,6.48,expense
2025-02-15,Shell Fuel,44.19,expense
2025-02-15,Argos,149.75,expense
2025-02-15,eBay Purchase,27.15,expense
2025-02-15,Salary,4457.94,income
2025-02-15,Water Bill,49.39,expense
2025-02-15,Pret A Manger,9.91,expense
2025-02-15,Spotify,10.99,expense
2025-02-16,Gym Membership,32.55,expense
2025-02-16,Spotify,10.99,expense
2025-02-16,Dentist,77.27,expense
2025-02-16,O2 Mobile,27.06,expense
2025-02-16,Cashback,18.52,income
2025-02-16,Gym Membership,40.82,expense
2025-02-16,Council Tax,172.61,expense
2025-02-16,Pizza Express,38.63,expense
2025-02-16,Pub / Bar,46.78,expense
2025-02-16,Apple iCloud,2.99,expense
2025-02-16,ASOS,43.77,expense
2025-02-16,Council Tax,155.24,expense
2025-02-16,Superdrug,5.45,expense
2025-02-16,Refund,80.88,income
2025-02-16,Tesco,48.49,expense
2025-02-16,ASOS,39.79,expense
2025-02-16,Pret A Manger,8.47,expense
2025-02-16,Esso Fuel,52.98,expense
2025-02-16,Nandos,33.04,expense
2025-02-17,Boots,13.62,expense
2025-02-17,Cinema,19.88,expense
2025-02-17,Water Bill,37.67,expense
2025-02-17,Freelance Payment,1145.32,income
2025-02-17,BP Fuel,43.75,expense
2025-02-17,Cinema,15.80,expense
2025-02-17,Rent Payment,1176.32,expense
2025-02-17,Refund,38.59,income
2025-02-17,Premier Inn,77.12,expense
2025-02-17,Salary,4291.53,income
2025-02-17,Uber,18.13,expense
2025-02-17,Aldi,31.83,expense
2025-02-17,Cashback,19.23,income
2025-02-17,Tesco,53.86,expense
2025-02-17,Pub / Bar,46.05,expense
2025-02-17,Pharmacy,11.56,expense
2025-02-17,Amazon,10.25,expense
2025-02-17,John Lewis,177.56,expense
2025-02-17,TfL Travel,9.62,expense
2025-02-17,Uber Eats,30.68,expense
2025-02-17,Freelance Payment,365.61,income
2025-02-18,Nandos,31.01,expense
2025-02-18,Gym Membership,44.96,expense
2025-02-18,eBay Purchase,11.18,expense
2025-02-18,Tesco,31.89,expense
2025-02-18,KFC,5.39,expense
2025-02-18,Rent Payment,999.88,expense
2025-02-18,Uber Eats,33.68,expense
2025-02-18,Aldi,23.02,expense
2025-02-18,BT Broadband,41.62,expense
2025-02-18,Wagamama,23.63,expense
2025-02-18,BP Fuel,54.14,expense
2025-02-18,Waitrose,25.67,expense
2025-02-18,Optician,31.44,expense
2025-02-18,Optician,43.06,expense
2025-02-18,Currys,85.98,expense
2025-02-18,Water Bill,35.56,expense
2025-02-19,Shell Fuel,89.51,expense
2025-02-19,O2 Mobile,25.23,expense
2025-02-19,Disney+,7.99,expense
2025-02-19,Starbucks,4.21,expense
2025-02-19,Wagamama,24.47,expense
2025-02-19,Shell Fuel,54.32,expense
2025-02-19,Boots,37.00,expense
2025-02-19,BT Broadband,38.28,expense
2025-02-19,Sainsburys,95.35,expense
2025-02-19,Tesco,73.53,expense
2025-02-19,Freelance Payment,659.32,income
2025-02-19,Cinema,11.91,expense
2025-02-19,Home Insurance,31.38,expense
2025-02-19,Uber Eats,25.06,expense
2025-02-19,Just Eat,16.15,expense
2025-02-19,Boots,39.77,expense
2025-02-20,Wagamama,31.89,expense
2025-02-20,Home Insurance,26.55,expense
2025-02-20,Dentist,34.42,expense
2025-02-20,Dentist,50.99,expense
2025-02-20,Ryanair,141.76,expense
2025-02-20,Esso Fuel,73.32,expense
2025-02-20,Salary,3018.73,income
2025-02-20,Dividend Payment,26.91,income
2025-02-20,Esso Fuel,64.52,expense
2025-02-20,Car Insurance,41.54,expense
2025-02-20,Council Tax,150.17,expense
2025-02-20,Costa Coffee,3.09,expense
2025-02-20,Uber Eats,36.21,expense
2025-02-20,YouTube Premium,12.99,expense
2025-02-20,TfL Travel,2.27,expense
2025-02-21,Just Eat,18.56,expense
2025-02-21,Lidl,46.10,expense
2025-02-21,Rent Payment,1243.32,expense
2025-02-21,Uber Eats,14.02,expense
2025-02-21,Currys,251.22,expense
2025-02-21,Ryanair,53.48,expense
2025-02-21,Refund,77.44,income
2025-02-21,Water Bill,32.77,expense
2025-02-21,BT Broadband,42.20,expense
2025-02-21,Argos,100.67,expense
2025-02-21,Superdrug,5.52,expense
2025-02-21,Costa Coffee,3.84,expense
2025-02-21,Salary,3136.14,income
2025-02-21,John Lewis,140.04,expense
2025-02-22,Pret A Manger,10.36,expense
2025-02-22,Pret A Manger,9.43,expense
2025-02-22,Sainsburys,57.73,expense
2025-02-22,Side Hustle,195.44,income
2025-02-22,eBay Purchase,23.71,expense
2025-02-22,Esso Fuel,62.15,expense
2025-02-22,Superdrug,9.96,expense
2025-02-22,YouTube Premium,12.99,expense
2025-02-22,Uber,20.34,expense
2025-02-22,Mortgage Payment,1103.63,expense
2025-02-22,Argos,111.64,expense
2025-02-22,Trainline,18.66,expense
2025-02-22,Greggs,5.94,expense
2025-02-22,Council Tax,175.97,expense
2025-02-23,Uber,12.31,expense
2025-02-23,Just Eat,20.32,expense
2025-02-23,Argos,88.46,expense
2025-02-23,National Rail,86.83,expense
2025-02-23,Disney+,7.99,expense
2025-02-23,BT Broadband,35.18,expense
2025-02-23,Deliveroo,30.03,expense
2025-02-23,Dentist,69.52,expense
2025-02-23,Just Eat,19.50,expense
2025-02-23,Rent Payment,1075.71,expense
2025-02-23,Side Hustle,260.30,income
2025-02-24,Car Insurance,41.08,expense
2025-02-24,Dividend Payment,99.87,income
2025-02-24,Cinema,15.75,expense
2025-02-24,Pharmacy,19.57,expense
2025-02-24,Starbucks,4.65,expense
2025-02-24,TfL Travel,8.49,expense
2025-02-24,Water Bill,46.45,expense
2025-02-24,Uber,20.28,expense
2025-02-24,Deliveroo,28.99,expense
2025-02-24,Greggs,4.96,expense
2025-02-24,Pret A Manger,5.08,expense
2025-02-24,YouTube Premium,12.99,expense
2025-02-24,Gym Membership,40.14,expense
2025-02-24,Car Insurance,55.79,expense
2025-02-24,Wagamama,16.28,expense
2025-02-24,John Lewis,50.03,expense
2025-02-24,ASOS,70.08,expense
2025-02-25,Uber Eats,32.58,expense
2025-02-25,Apple iCloud,2.99,expense
2025-02-25,National Rail,84.61,expense
2025-02-25,Gym Membership,32.42,expense
2025-02-25,Car Insurance,57.39,expense
2025-02-25,TfL Travel,3.78,expense
2025-02-25,Home Insurance,29.74,expense
2025-02-25,Amazon,116.87,expense
2025-02-25,Salary,3993.28,income
2025-02-25,John Lewis,55.35,expense
2025-02-25,TfL Travel,2.77,expense
2025-02-25,M&S Food,23.85,expense
2025-02-25,Shell Fuel,65.87,expense
2025-02-25,Aldi,54.19,expense
2025-02-25,Ryanair,65.64,expense
2025-02-25,Premier Inn,61.30,expense
2025-02-26,Dividend Payment,185.65,income
2025-02-26,O2 Mobile,33.03,expense
2025-02-26,National Rail,90.38,expense
2025-02-26,Car Insurance,49.13,expense
2025-02-26,Freelance Payment,638.99,income
2025-02-26,Tesco,75.56,expense
2025-02-26,Pret A Manger,11.02,expense
2025-02-26,YouTube Premium,12.99,expense
2025-02-26,Aldi,59.67,expense
2025-02-26,Car Insurance,59.33,expense
2025-02-26,Apple iCloud,2.99,expense
2025-02-27,Water Bill,32.01,expense
2025-02-27,Just Eat,10.46,expense
2025-02-27,eBay Purchase,45.97,expense
2025-02-27,Argos,125.95,expense
2025-02-27,Ryanair,50.80,expense
2025-02-27,Pizza Express,28.18,expense
2025-02-27,Deliveroo,32.72,expense
2025-02-27,Currys,470.68,expense
2025-02-27,Amazon,32.44,expense
2025-02-27,M&S Food,86.95,expense
2025-02-27,BP Fuel,68.03,expense
2025-02-27,Netflix,10.99,expense
2025-02-27,Dentist,46.84,expense
2025-02-27,Cashback,9.63,income
2025-02-27,John Lewis,162.85,expense
2025-02-28,Pharmacy,17.69,expense
2025-02-28,Cashback,8.73,income
2025-02-28,John Lewis,117.90,expense
2025-02-28,Council Tax,185.51,expense
2025-02-28,Tesco,109.52,expense
2025-02-28,Salary,2383.44,income
2025-02-28,Esso Fuel,43.35,expense
2025-02-28,Sainsburys,63.39,expense
2025-02-28,BT Broadband,42.00,expense
2025-02-28,BP Fuel,51.25,expense
2025-02-28,KFC,9.18,expense
2025-02-28,TfL Travel,5.97,expense
2025-02-28,Pizza Express,42.42,expense
2025-02-28,Netflix,10.99,expense
2025-02-28,Optician,148.77,expense
2025-02-28,Gym Membership,46.41,expense
2025-02-28,Waitrose,61.84,expense
2025-02-28,Starbucks,8.03,expense
2025-03-01,Side Hustle,239.06,income
2025-03-01,Home Insurance,28.73,expense
2025-03-01,Sainsburys,117.68,expense
2025-03-01,EE Mobile,36.61,expense
2025-03-01,McDonalds,7.04,expense
2025-03-01,Waitrose,25.23,expense
2025-03-01,McDonalds,9.06,expense
2025-03-01,Gym Membership,40.75,expense
2025-03-02,Pharmacy,20.46,expense
2025-03-02,Pharmacy,27.47,expense
2025-03-02,eBay Purchase,39.52,expense
2025-03-02,Pharmacy,24.31,expense
2025-03-02,EE Mobile,43.98,expense
2025-03-02,Nandos,26.74,expense
2025-03-02,Spotify,10.99,expense
2025-03-02,Bank Interest,26.06,income
2025-03-02,eBay Purchase,65.78,expense
2025-03-02,Council Tax,197.43,expense
2025-03-02,TfL Travel,6.82,expense
2025-03-02,Costa Coffee,5.49,expense
2025-03-02,Cinema,10.19,expense
2025-03-02,eBay Purchase,93.50,expense
2025-03-02,BP Fuel,81.10,expense
2025-03-02,Esso Fuel,64.69,expense
2025-03-03,Spotify,10.99,expense
2025-03-03,Pizza Express,29.90,expense
2025-03-03,Aldi,79.39,expense
2025-03-03,eBay Purchase,57.88,expense
2025-03-03,National Rail,48.83,expense
2025-03-03,Bank Interest,9.63,income
2025-03-03,Salary,3761.19,income
2025-03-03,TfL Travel,9.43,expense
2025-03-03,Rent Payment,1443.28,expense
2025-03-03,Spotify,10.99,expense
2025-03-03,EE Mobile,43.74,expense
2025-03-03,Uber,13.64,expense
2025-03-03,Side Hustle,162.43,income
2025-03-04,Boots,18.43,expense
2025-03-04,Premier Inn,110.68,expense
2025-03-04,Waitrose,85.29,expense
2025-03-04,Gym Membership,44.23,expense
2025-03-04,Trainline,16.89,expense
2025-03-04,Water Bill,43.33,expense
2025-03-04,Netflix,10.99,expense
2025-03-04,ASOS,53.75,expense
2025-03-04,Salary,3959.38,income
2025-03-04,Waitrose,35.31,expense
2025-03-04,Trainline,16.99,expense
2025-03-04,YouTube Premium,12.99,expense
2025-03-04,Argos,96.27,expense
2025-03-04,Pub / Bar,30.77,expense
2025-03-04,BP Fuel,57.68,expense
2025-03-04,Cinema,10.56,expense
2025-03-05,Superdrug,9.12,expense
2025-03-05,Home Insurance,30.46,expense
2025-03-05,Uber,18.06,expense
2025-03-05,Sainsburys,51.29,expense
2025-03-05,Pub / Bar,31.03,expense
2025-03-05,Disney+,7.99,expense
2025-03-05,Greggs,2.74,expense
2025-03-05,Premier Inn,112.89,expense
2025-03-05,BT Broadband,42.91,expense
2025-03-05,ASOS,56.18,expense
2025-03-05,ASOS,31.08,expense
2025-03-05,BT Broadband,40.44,expense
2025-03-05,Tesco,65.51,expense
2025-03-05,Pret A Manger,7.58,expense
2025-03-05,EE Mobile,35.10,expense
2025-03-05,EE Mobile,39.65,expense
2025-03-05,National Rail,53.11,expense
2025-03-05,Apple iCloud,2.99,expense
2025-03-05,Cashback,2.59,income
2025-03-05,Rent Payment,1323.75,expense
2025-03-05,Water Bill,34.56,expense
2025-03-05,Netflix,10.99,expense
2025-03-06,Netflix,10.99,expense
2025-03-06,John Lewis,124.07,expense
2025-03-06,Pub / Bar,29.94,expense
2025-03-06,Cinema,15.48,expense
2025-03-06,ASOS,15.34,expense
2025-03-06,Optician,54.07,expense
2025-03-06,Optician,104.56,expense
2025-03-06,Lidl,45.94,expense
2025-03-06,Lidl,68.86,expense
2025-03-06,John Lewis,95.33,expense
2025-03-06,Dentist,29.45,expense
2025-03-06,Deliveroo,26.66,expense
2025-03-06,eBay Purchase,55.55,expense
2025-03-06,John Lewis,36.36,expense
2025-03-06,Wagamama,20.77,expense
2025-03-06,Gas & Electric,191.35,expense
2025-03-07,M&S Food,50.27,expense
2025-03-07,Pub / Bar,21.78,expense
2025-03-07,Uber,17.78,expense
2025-03-07,Aldi,21.22,expense
2025-03-07,National Rail,57.82,expense
2025-03-07,Disney+,7.99,expense
2025-03-07,Uber,24.29,expense
2025-03-07,Mortgage Payment,1289.55,expense
2025-03-07,Cashback,14.41,income
2025-03-08,Water Bill,31.42,expense
2025-03-08,Gym Membership,31.27,expense
2025-03-08,Bank Interest,8.56,income
2025-03-08,Spotify,10.99,expense
2025-03-08,Nandos,38.76,expense
2025-03-08,Mortgage Payment,1304.62,expense
2025-03-08,Salary,2656.94,income
2025-03-08,Dentist,53.99,expense
2025-03-08,EE Mobile,31.20,expense
2025-03-08,Uber,11.56,expense
2025-03-08,Car Insurance,47.40,expense
2025-03-08,Spotify,10.99,expense
2025-03-08,Boots,25.00,expense
2025-03-08,Cashback,2.76,income
2025-03-08,Car Insurance,50.29,expense
2025-03-08,Superdrug,7.84,expense
2025-03-08,Dividend Payment,114.53,income
2025-03-09,EE Mobile,41.33,expense
2025-03-09,Car Insurance,59.91,expense
2025-03-09,Sainsburys,67.14,expense
2025-03-09,Just Eat,16.97,expense
2025-03-09,Uber,14.06,expense
2025-03-09,Waitrose,82.79,expense
2025-03-09,Shell Fuel,88.17,expense
2025-03-09,Rent Payment,1451.72,expense
2025-03-09,Council Tax,177.71,expense
2025-03-09,Shell Fuel,40.86,expense
2025-03-09,Spotify,10.99,expense
2025-03-09,KFC,13.23,expense
2025-03-09,Cashback,9.92,income
2025-03-09,Apple iCloud,2.99,expense
2025-03-09,John Lewis,233.08,expense
2025-03-09,Gym Membership,48.08,expense
2025-03-09,Rent Payment,1363.45,expense
2025-03-09,Dentist,72.17,expense
2025-03-09,Just Eat,13.57,expense
2025-03-09,Aldi,29.46,expense
2025-03-09,Spotify,10.99,expense
2025-03-09,Just Eat,19.96,expense
2025-03-09,Rent Payment,1124.98,expense
2025-03-09,YouTube Premium,12.99,expense
2025-03-10,Wagamama,24.37,expense
2025-03-10,Disney+,7.99,expense
2025-03-10,KFC,9.08,expense
2025-03-10,Esso Fuel,68.24,expense
2025-03-10,Car Insurance,42.73,expense
2025-03-10,Costa Coffee,3.52,expense
2025-03-10,Netflix,10.99,expense
2025-03-10,John Lewis,57.06,expense
2025-03-10,BP Fuel,52.41,expense
2025-03-10,Starbucks,5.60,expense
2025-03-10,Trainline,77.44,expense
2025-03-10,John Lewis,268.14,expense
2025-03-10,Lidl,27.87,expense
2025-03-10,Council Tax,151.14,expense
2025-03-11,Council Tax,175.47,expense
2025-03-11,Pharmacy,7.79,expense
2025-03-11,Council Tax,197.82,expense
2025-03-11,Lidl,24.64,expense
2025-03-11,Dentist,45.03,expense
2025-03-11,Pub / Bar,20.88,expense
2025-03-11,Shell Fuel,52.56,expense
2025-03-11,Nandos,38.47,expense
2025-03-11,EE Mobile,39.64,expense
2025-03-11,Uber Eats,16.48,expense
2025-03-11,Shell Fuel,50.56,expense
2025-03-11,Gas & Electric,152.57,expense
2025-03-11,Argos,66.11,expense
2025-03-11,BT Broadband,41.43,expense
2025-03-11,National Rail,32.91,expense
2025-03-11,Spotify,10.99,expense
2025-03-12,Gym Membership,38.92,expense
2025-03-12,Gas & Electric,165.49,expense
2025-03-12,TfL Travel,6.28,expense
2025-03-12,Apple iCloud,2.99,expense
2025-03-12,Dentist,40.15,expense
2025-03-12,Netflix,10.99,expense
2025-03-12,eBay Purchase,38.63,expense
2025-03-12,Boots,19.03,expense
2025-03-12,ASOS,17.98,expense
2025-03-12,Side Hustle,155.02,income
2025-03-12,Deliveroo,24.84,expense
2025-03-12,Trainline,65.13,expense
2025-03-12,BP Fuel,57.00,expense
2025-03-12,Pharmacy,10.39,expense
2025-03-12,ASOS,45.05,expense
2025-03-12,Superdrug,7.12,expense
2025-03-13,BP Fuel,53.72,expense
2025-03-13,Uber Eats,13.98,expense
2025-03-13,Cashback,13.56,income
2025-03-13,Shell Fuel,46.77,expense
2025-03-13,Premier Inn,90.57,expense
2025-03-13,Greggs,3.37,expense
2025-03-13,Water Bill,39.76,expense
2025-03-14,BP Fuel,41.50,expense
2025-03-14,ASOS,31.00,expense
2025-03-14,Dentist,37.81,expense
2025-03-14,Cashback,14.58,income
2025-03-14,Boots,37.67,expense
2025-03-14,Currys,468.42,expense
2025-03-14,Uber,13.93,expense
2025-03-14,Esso Fuel,73.65,expense
2025-03-14,Waitrose,62.02,expense
2025-03-14,Aldi,12.99,expense
2025-03-14,Shell Fuel,61.96,expense
2025-03-14,Shell Fuel,58.40,expense
2025-03-14,BT Broadband,40.18,expense
2025-03-14,Amazon,31.95,expense
2025-03-15,Pret A Manger,6.73,expense
2025-03-15,Rent Payment,1092.38,expense
2025-03-15,Home Insurance,25.08,expense
2025-03-15,Greggs,5.65,expense
2025-03-15,Mortgage Payment,1247.90,expense
2025-03-15,Gas & Electric,83.56,expense
2025-03-15,Side Hustle,243.70,income
2025-03-15,Boots,5.91,expense
2025-03-15,Just Eat,18.33,expense
2025-03-15,Water Bill,43.85,expense
2025-03-16,Rent Payment,880.09,expense
2025-03-16,Premier Inn,97.49,expense
2025-03-16,Netflix,10.99,expense
2025-03-16,Costa Coffee,4.29,expense
2025-03-16,ASOS,54.55,expense
2025-03-16,Optician,50.40,expense
2025-03-16,Starbucks,5.92,expense
2025-03-16,Wagamama,13.24,expense
2025-03-16,Spotify,10.99,expense
2025-03-16,Nandos,25.91,expense
2025-03-16,Gym Membership,49.21,expense
2025-03-16,Trainline,77.12,expense
2025-03-16,Lidl,50.75,expense
2025-03-17,BP Fuel,71.38,expense
2025-03-17,Currys,441.17,expense
2025-03-17,National Rail,30.62,expense
2025-03-17,TfL Travel,4.80,expense
2025-03-17,Currys,117.61,expense
2025-03-17,M&S Food,54.68,expense
2025-03-17,Dividend Payment,157.09,income
2025-03-17,Home Insurance,25.89,expense
2025-03-17,Ryanair,81.88,expense
2025-03-17,Freelance Payment,1486.91,income
2025-03-17,Pizza Express,40.55,expense
2025-03-17,Pub / Bar,34.15,expense
2025-03-17,Pharmacy,26.10,expense
2025-03-17,KFC,7.07,expense
2025-03-17,Trainline,40.92,expense
2025-03-17,Car Insurance,40.46,expense
2025-03-17,Pharmacy,25.40,expense
2025-03-17,Dividend Payment,22.06,income
2025-03-17,Ryanair,159.28,expense
2025-03-18,Home Insurance,31.14,expense
2025-03-18,Spotify,10.99,expense
2025-03-18,National Rail,105.84,expense
2025-03-18,M&S Food,79.84,expense
2025-03-18,Spotify,10.99,expense
2025-03-18,Sainsburys,48.09,expense
2025-03-18,BT Broadband,42.76,expense
2025-03-18,BT Broadband,42.20,expense
2025-03-18,Wagamama,16.36,expense
2025-03-18,Pub / Bar,22.22,expense
2025-03-18,Ryanair,113.75,expense
2025-03-18,O2 Mobile,31.55,expense
2025-03-18,Council Tax,151.42,expense
2025-03-18,Amazon,185.28,expense
2025-03-19,Trainline,72.95,expense
2025-03-19,Shell Fuel,64.10,expense
2025-03-19,Water Bill,48.49,expense
2025-03-19,Netflix,10.99,expense
2025-03-19,Pharmacy,9.79,expense
2025-03-19,Aldi,56.64,expense
2025-03-19,O2 Mobile,38.47,expense
2025-03-19,Apple iCloud,2.99,expense
2025-03-19,Greggs,5.24,expense
2025-03-19,Gas & Electric,89.22,expense
2025-03-19,Greggs,6.83,expense
2025-03-19,Lidl,37.81,expense
2025-03-19,Superdrug,3.94,expense
2025-03-19,Amazon,63.62,expense
2025-03-20,Costa Coffee,4.66,expense
2025-03-20,Pret A Manger,7.40,expense
2025-03-20,Car Insurance,52.54,expense
2025-03-20,TfL Travel,5.22,expense
2025-03-20,Water Bill,31.87,expense
2025-03-20,National Rail,50.07,expense
2025-03-20,Costa Coffee,7.99,expense
2025-03-20,Salary,3387.35,income
2025-03-20,Optician,44.02,expense
2025-03-20,Costa Coffee,6.62,expense
2025-03-20,Salary,2617.65,income
2025-03-20,Dentist,42.01,expense
2025-03-20,Tesco,24.89,expense
2025-03-20,Superdrug,14.86,expense
2025-03-20,Council Tax,174.00,expense
2025-03-20,Uber,19.31,expense
2025-03-20,YouTube Premium,12.99,expense
2025-03-21,Pharmacy,28.70,expense
2025-03-21,eBay Purchase,49.97,expense
2025-03-21,John Lewis,172.47,expense
2025-03-21,Uber Eats,35.25,expense
2025-03-21,ASOS,27.88,expense
2025-03-21,Car Insurance,58.44,expense
2025-03-21,Gas & Electric,82.86,expense
2025-03-21,Rent Payment,1141.97,expense
2025-03-21,Refund,47.54,income
2025-03-21,Ryanair,32.53,expense
2025-03-21,John Lewis,231.04,expense
2025-03-21,KFC,14.56,expense
2025-03-21,Pizza Express,41.46,expense
2025-03-21,Deliveroo,27.44,expense
2025-03-21,TfL Travel,3.73,expense
2025-03-21,Superdrug,7.95,expense
2025-03-21,National Rail,56.80,expense
2025-03-22,BT Broadband,36.16,expense
2025-03-22,Netflix,10.99,expense
2025-03-22,Salary,4155.28,income
2025-03-22,Car Insurance,55.62,expense
2025-03-22,Uber,18.01,expense
